,Tweets,Sentiment
1107,closing bell today nifty 50 top gainer tatasteel axisbank sbi icicibank hindalco httpstcodzyffue2dx,Positive
1108,axisbank boooooom bought 7447 high made far 764 lot size 1200 hadc indicator nifty nifty50 httpstco9pug3rud9e,Positive
1109,axisbank boooooom bought 7447 new high made 765 lot size 1200 hadc indicator nifty nifty50 tatasteel httpstcoo6fycdxgwd,Positive
1110,rt beingakash26_ axisbank boooooom bought 7447 new high made 765 lot size 1200 hadc indicator nifty nifty50 tatasteel cadi,Positive
1111,hdfcbank axisbank citibank sbi,Neutral
1112,always watch heavy weighed hdfcbank kotakbank icicibank axisbank stock confirm banknifty move neces httpstcoiwdbyga6tf,Negative
1113,bankninfty nifty50 nifty enjoy ride bank nifty look like huge upside view working perfec httpstcohvuvzklzrm,Positive
1114,think banknifty good technically stock look good axisbank hdfcbank icicibank sbin,Positive
1115,axisbank weekly chart httpstcoiokx2z0jyj,Neutral
1116,rt rachitpjain think banknifty good technically stock look good axisbank hdfcbank icicibank sbin,Positive
1117,businessnews equity benchmark sensex tumbled 179 point thursday weighed loss index heavyweight httpstcoidlqovaxzb,Neutral
1118,businessnews equity benchmark sensex jumped 226 point end fresh lifetime high friday boosted httpstcohfeekdkey9,Positive
1119,rt ashima_fno axisbank trend breakout httpstcowaotmve5f3,Neutral
1120,axisbank trend breakout httpstcowaotmve5f3,Neutral
1121,rt ashima_fno axisbank trend breakout httpstcowaotmve5f3,Neutral
